ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
 19,.door,Port Alexachester*,leader , 600, 26,2023-07-15,Jessica Davis_,paul02  example.com,001-096-236-8217,"664 Berger Rapid
South Suzanne, WV 68526_",Tarjeta,Entregado_,_Producto defectuoso,78 
12 ,democratic_,Lindaport,exist.,1500 ,11,2023-03-22,Brittney Guerra,*sandersbeth@example.org,848-723-3346,"7474 Sean Pine
Frazierchester, OK 57469",Efectivo?,_En camino,Producto defectuoso*,18 
9,strategy,_Larrychester,leader,1300 ,16  ,2023-09-23,Michelle Mitchell,rdaugherty@example.net,369.774.6572x373,"_2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",.Efectivo,?Entregado,,  38
 26,door,Brendanberg,step,  2100,30 ,2023-05-06,Benjamin?Chan,sandersbeth@example.org,372.568.4886x317,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075", Efectivo,En camino*,*,  55
24 ,owner,East Jonathan,grow*,200  ,11,2023-07-25,Sean Mitchell.,lweaver@example.org,857-262-8794,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,En camino,.,19  
27,*education,North Jasmine,?finish,  1500,2  ,2023-09-01,Robert Bryant,schmidtkrystal@example.org,557.193.8141,"0262 Cheryl Union
Sampsonfurt, ME 63401",.Tarjeta,Entregado,,97  
8,focus,East Brittany.,rich,200 ,  2,2023-01-14,Alan Bird?,.karaware@example.net,(475)336-0709x87999,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538_",Tarjeta,Entregado,,30
  2,food,New Reginaldmouth,much?,  700,9,2023-08-17,Samantha Hodges,*lharmon@example.net,(314)325-7035x737,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",_Tarjeta,En camino ,Producto defectuoso.,  21
 18,factor,Kevinton,industry,  1100,28 ,_2023-06-28,Samantha Parker,harperdanielle@example.net,001-096-236-8217?,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Producto defectuoso,  21
  26,operation?,Trujillofort,budget,1300 ,  28,2023-01-14,Adam Mueller?,?ydavid@example.com,641-800-6599x2234,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,Entregado?,,72 
20  ,education,*North Jasmine,increase,  2500,30 ,*2023-09-12,Adam Mueller?,*hornebeth@example.com,(175)317-5834,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,Entregado,Producto defectuoso?, 87
14  ,up.,Susanton,group,1100 , 24,2023-06-17,Samantha Hodges,lweaver@example.org,(101)988-9703x8562,"29340 Murphy Parkway
North Robert, KS 42070?",_Tarjeta,Entregado*,?, 19
  14,wait*,.East Jonathan,despite,800  , 29,?2023-08-17,*Angela Taylor,sandersbeth@example.org ,280.504.6212 ,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,Entregado,Producto defectuoso,30
26  ,administration,Port?Alexachester,letter,300  , 23,2023-01-18 ,Sean Mitchell,.steelejulian@example.net,001-890-231-3672x1535,"50604 Anthony Villages
New William, ME 95446",Efectivo?,Entregado,.,27
14  ,dog,Port Kelly,budget*,  2800,17  ,2023-04-14,Jessica Davis_,lweaver  example.org,001-236-332-5014x39284,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",.Tarjeta,.En camino,,  38
21  ,base,Jessechester_,forward, 2600,28 ,2023-07-08,Mark Mays,vhill@example.org ,857-262-8794,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,En camino,,27
4  ,up.,Lake Juan,say, 800,11,2023-08-13?,Benjamin Chan,briangonzales@example.net,001-890-231-3672x1535,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Tarjeta*,Entregado,Producto  defectuoso,  4
7 ,*just,Nguyenshire,increase,900 ,11,2023-05-06,.Susan Harvey,parkerandrew@example.org,2661673098*,"37970 Hudson Falls
Downshaven, PA 58533", Efectivo,Entregado?,*,  25
12  ,six,Lindaport,individual,2500 ,  2,*2023-08-27,Charles Williams,lweaver@example.org_,509.821.0932x647,"50604 Anthony Villages
New William, ME 95446",Tarjeta,Entregado,,36  
27,home,Briannaport?,*budget, 1100,9,2023-07-10,Angela*Taylor,matthew29@example.com,602.238.8997x526.,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,Entregado_,Producto defectuoso,  78
23 ,strategy,Kevinton,member,700 , 23,*2023-05-06,Sean Mitchell ,?harperdanielle@example.net,001-236-332-5014x39284,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta ,Entregado,_Producto defectuoso,  78
  28,education,East Janicemouth,north,1100  ,18 ,2023-07-25.,Alan Bird,david09@example.com,001-890-231-3672x1535,"769 Dickerson Drive
Jasminemouth, HI 08895",*Tarjeta,Entregado,Producto defectuoso,83  
23  ,.choice,East Josephland,group,  2500,23  ,2023-05-06,Mark Mays,rbrown@example.org,(314)325-7035x737,"03346  Tony  Spring  Apt.  633
Ericberg,  AK  73272",Tarjeta?,Entregado,Producto!defectuoso,42
  1,education,*Lindaport,at,300  ,  15,2023-06-06,Adam Mueller.,david09@example.com,001-236-332-5014x39284,"03346  Tony  Spring  Apt.  633
Ericberg,  AK  73272",Tarjeta,En camino.,,  43
9,staff,North Thomastown ,leg,900 ,  17,.2023-06-21,Sharon Lowe,briangonzales@example.net_,602.238.8997x526," 22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,En camino,,19 
9,if.,Susanton ,industry, 2300,27 ,_2023-06-07, Samantha Hodges,walkerraven@example.net?,(314)325-7035x737,"22214  Janet  Plaza  Suite  903
West  Christopherside,  DC  40075",Tarjeta,Entregado,Producto*defectuoso, 21
15,firm,?New Reginaldmouth,rich, 800,9,2023-03-22,David Norton,powersjimmy  example.org,(612)821-1834x900,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",_Efectivo,Entregado,,72 
15,choice,East Jonathan,at,2100 ,22 ,2023-04-14,Michelle Mitchell,edward94@example.org,339-100-4282x04920,"USS Fuller
FPO AA 30334",Efectivo.,Entregado*,Producto*defectuoso, 28
11  ,*trade,Port Alexachester, popular,  1100,  18,2023-04-14,?David Scott,.briangonzales@example.net,001-890-231-3672x1535,"233!Peterson!Canyon
Tranmouth,!ND!40770",Tarjeta,En camino,Producto defectuoso,25  
 11,professor,Lake Juan,say,1100 , 22,2023-03-22,Brittney*Guerra,wliu@example.net,001-594-337-5421x87814," 22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,En camino,,  25
14 ,administration,East Josephland.,group,  600,30  ,2023-08-27?,Jessica Davis,brianboyd!example.org,509.821.0932x647 ,"507 Johnson Port
Banksshire, AK 72140",Tarjeta ,Entregado,.,53  
  6,owner,East Jonathan,still,700  ,  21,?2023-06-28,Robert Bryant,rbrown@example.org,491-474-2586,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",?Efectivo,Entregado,?, 49
8,professor,.Briannaport,leg,200  ,9,2023-03-13,David Scott,ydavid@example.com,?509.821.0932x647,"29882*Stein*Tunnel*Apt.*468
Port*Jacquelineville,*HI*77063",Efectivo,Entregado?,, 38
17 , base,North Brittney*,north,2800 , 8,*2023-11-20,Kelsey Lopez*,cwilliams@example.com,?001-419-330-3873x87349,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta_,En camino*,,88
10  ,administration,East Leah,still,2500 ,11,.2022-12-04,Kelsey  Lopez,rdaugherty@example.net.,001-236-332-5014x39284,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado ,Producto defectuoso,38 
8,*administration, North Thomastown, whom, 2600, 30,2023-05-05,Roger Stephens_,walkerraven@example.net,001-338-955-6200,"0262  Cheryl  Union
Sampsonfurt,  ME  63401",_Tarjeta,Entregado,Producto defectuoso,  53
  17,choice ,Port Kelly,group, 1500,28  ,2023-08-13*,Larry Welch,briangonzales@example.net,339-100-4282x04920_,"0262 Cheryl Union
Sampsonfurt, ME 63401_",*Efectivo,_En camino,,28  
 20,wait?,Lake Juan,much,  1100,21 ,2023-01-18,Michelle Mitchell,estesjon@example.org,(101)988-9703x8562,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado*,Producto  defectuoso,25 
 14, choice,Courtneymouth,spring,1600  ,15  ,2023-05-06,Daniel Garcia,parkerandrew@example.org,001-096-236-8217,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,Entregado,,19  
 5,?home,New Reginaldmouth.,rich,2500 , 30,2023-08-27,Samantha*Parker,lweaver@example.org,848-723-3346,"?233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,.Entregado,Producto defectuoso, 19
16 ,democratic,North Jasmine,spring,600  ,28 ,2023-10-15, Angela Taylor,*brianboyd@example.org,509.821.0932x647.,"025 Billy Row
Lisaside, AR 96338_",Tarjeta,En camino*,Producto defectuoso ,  83
24  ,focus,Brendanberg,leg,1500 ,12  ,2023-05-06,Alan Bird,edward94@example.org,?001-096-236-8217,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,En camino,_Producto defectuoso,30
9,present,South Timothyberg,letter,900  ,11,2023-06-28*,Kelsey Lopez,paul49@example.net_,(314)325-7035x737,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",.Efectivo,?Entregado,?Producto defectuoso,27
19  ,.present,Jessechester,at,2400  , 15,2023-06-06,Robert Bryant,brianboyd@example.org,(314)325-7035x737*,"30768 Louis Mill
Lake Carmen, LA 47934", Tarjeta,Entregado,Producto defectuoso,74  
  26,operation,Jessechester,TV?,900  ,13 ,2023-03-22 ,Adam!Mueller,walkerraven@example.net,.2661673098,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Efectivo,Entregado,,  25
14 ,factor.,*Jodichester,set,  2500,11,2023-09-13,.Juan Manning,dhuber@example.com,339-100-4282x04920_,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo_,Entregado*,?,27
22  ,_six,South Timothyberg?,member,600  ,  12,2023-07-08,Dr. Monica Woods,lharmon@example.net,870-860-8083x698,"664?Berger?Rapid
South?Suzanne,?WV?68526",Efectivo,En camino?,Producto defectuoso,54
2  ,factor,Kevinton,movement,2800  ,  18,2023-09-23,Samantha Hodges?,_hornebeth@example.com,001-236-332-5014x39284,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,En camino,Producto defectuoso, 28
8,just,Port Kelly.,letter ,1600 ,11,2023-06-17,Mark Mays*,matthew29@example.com,630-469-6433,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta?,Entregado,_, 87
28  ,democratic_,Larrychester,_grow,  2400,  7,2023-06-28,Lisa Stafford,paul02@example.com?,630-469-6433,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Tarjeta,Entregado,,24 
11 ,staff*,West Charles ,whom,200  ,25,2023-03-22,Alan Bird,briangonzales@example.net,(612)821-1834x900,"50604 Anthony Villages
New William, ME 95446",Tarjeta,*En camino,,39  
27,administration,South Timothyberg*,member,3000 ,14 ,2023-06-06,Crystal Chambers?,lweaver@example.org*,857-262-8794,"025 Billy Row
Lisaside, AR 96338",Tarjeta,Entregado.,,98
22 ,up,Milesburgh,pay,  2100, 2,2023-11-20,Susan!Harvey,brianboyd@example.org,857-262-8794,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,*, 19
  29,up,Nguyenshire,at,  200,30 ,2023-08-17,Jessica Davis,rdaugherty@example.net,(175)317-5834,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,Entregado,, 49
26 ,involve,Port Alexachester,still,300  , 8,2023-07-15,Adam Mueller?,briangonzales@example.net,*(612)821-1834x900,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado*,Producto defectuoso?,  14
  16,factor,East Brittany?,job?,900  ,28  ,2023-06-06,Michelle Mitchell,vhill@example.org,641-800-6599x2234,"*30768 Louis Mill
Lake Carmen, LA 47934",Efectivo ,En camino,Producto defectuoso_,97 
22  ,strategy,South*Timothyberg,matter,1500 ,15  ,2023-08-13 ,Jessica Davis,.harperdanielle@example.net,641-800-6599x2234,"18235!Carl!Garden!Apt.!025
Lake!Miranda,!LA!16737",*Efectivo,En?camino,Producto defectuoso?,  19
  2,present,?Lindaport,matter,700 ,13  , 2023-08-17,Kelsey Lopez, ydavid@example.com,848-723-3346,"*18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo,Entregado,Producto defectuoso,  25
9,under, Brendanberg,grow,  700, 22,?2023-01-04,?Karl Cardenas,?ydavid@example.com,509.821.0932x647,".915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,.Entregado,Producto defectuoso,53 
1 ,involve,*Trujillofort,matter,700 ,23  ,2023-09-12,*Andrew Mitchell,eric24@example.com.,001-557-543-1910,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta*,_Entregado,Producto defectuoso,49 
  29,.dog,Larrychester,_whom,2500  ,26 ,?2023-06-17,Larry Welch,cwilliams@example.com,001-419-330-3873x87349,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta.,Entregado,Producto defectuoso,49 
27,strategy,North Jasmine.,still,700 , 22,2022-12-04,Dr. Monica Woods,eric24@example.com,(175)317-5834,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta*,Entregado?,Producto defectuoso,88
27,door., East Josephland,north,  700,  23,2023-04-14,Karl Cardenas,eric24@example.com,509.821.0932x647_,"0827 Jill Cape Suite 299
Angieport, DC 15542_",Tarjeta?,En camino_, ,88
 17,dog,East Janicemouth,spring,800 , 27,2023-01-14.,Larry Welch,dhuber@example.com,001-338-955-6200,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,?En camino,Producto defectuoso,  78
29  ,choice,Port Alexachester,movement,2100  ,  14,2023-09-23,_David Scott,parkerandrew@example.org,(314)325-7035x737,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,En camino,?,  14
24 ,.firm,South Timothyberg,industry ,2500  ,22  ,.2023-03-13,Dr. Monica Woods,parkerandrew@example.org,001-419-330-3873x87349,"50604 Anthony Villages
New William, ME 95446",Tarjeta_,Entregado., , 78
 28,home,Vasquezborough,forward, 2000, 17,2023-11-20,Lisa Stafford_,paul49@example.net,_870-860-8083x698,"025 Billy Row
Lisaside, AR 96338",Efectivo,En camino,Producto defectuoso,  28
14 ,song,Brendanberg,grow,300  ,  27,2023-09-23,Sharon Lowe,parkerandrew@example.org,557.193.8141,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo.,Entregado,, 78
 6,if,Lindaport.,exist*,  2400, 23,2023-07-10,Dr. Monica Woods,eric87@example.org,339-100-4282x04920,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,Entregado,Producto!defectuoso,36 
8,?six,*Vasquezborough,group, 2100, 2,2023-06-21,David Norton,parkerandrew@example.org,621-875-1265x11205,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,Entregado?,Producto defectuoso,19 
 23,up*,.Port Alexachester,leader,2400 ,18 ,2023-04-14_,Michelle Mitchell,steelejulian@example.net,369.774.6572x373,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta*,Entregado.,Producto defectuoso.,97 
18  ,wait.,_Jodichester,budget,  1300,23  ,2023-10-15,Robert Bryant,harperdanielle@example.net,(175)317-5834,"29340 Murphy Parkway
North Robert, KS 42070",Efectivo,Entregado?,, 28
10 ,six,Valerietown,forward,  1100,25,2023-06-21,Robert Bryant,eric24@example.com,525-194-7529,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,,  25
7  , staff,Jessechester,industry?,2000  , 21,2023-07-15,_Carla Orozco,karaware@example.net*,491-474-2586?,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063*",Efectivo,En camino.,,12 
12  ,door,Susanton,leg,900 ,27  ,2023-10-15,David Norton,krystalmcdaniel@example.org?, 602.238.8997x526,"0262 Cheryl Union
Sampsonfurt, ME 63401?",Efectivo,Entregado, Producto defectuoso,54
13  ,staff, New Reginaldmouth,increase,  2400,11,2023-09-12,Larry Welch,sandersbeth@example.org,2661673098,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo_,En camino ,Producto defectuoso,55  
6  ,worry,Brendanberg,finish, 1600, 24,2023-07-08,Samantha Hodges,*paul49@example.net,621-875-1265x11205,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,Entregado ,Producto defectuoso,  55
  13,democratic,East Jonathan,forward,  1100,8 ,2023-10-15,Charles Williams*,rdaugherty@example.net,_(314)325-7035x737,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",.Efectivo,En*camino,Producto defectuoso,49  
 5,factor,East Jonathan,TV,2600  ,16  ,2023-09-12*,Robert Bryant,briangonzales@example.net,001-557-543-1910,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,Entregado,Producto defectuoso,49  
21  ,home,Briannaport,_letter,900  , 16,2023-05-06,Jennifer?Holmes,rbrown@example.org,001-236-332-5014x39284,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo, En camino,,  12
29 ,trade,Courtneymouth ,?leader,2000  ,  22,2023-01-04,Carla Orozco,powersjimmy@example.org.,.630-469-6433,"50604 Anthony Villages
New William, ME 95446",_Tarjeta,Entregado,Producto defectuoso, 97
8, home,Briannaport,member,1600 , 17,2023-02-09,Susan Harvey,sandersbeth@example.org,(612)821-1834x900,"507 Johnson Port
Banksshire, AK 72140",Efectivo,Entregado,?, 78
  18,administration,Kevinton,pay,  1600,22 ,?2023-07-10,Cynthia Hayes?,wwilson@example.org,509.821.0932x647,".22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,Entregado,Producto defectuoso.,  25
24 ,firm,Milesburgh,whom,  900, 12,2023-06-21 ,Alan Bird,krystalmcdaniel@example.org,641-800-6599x2234,"?4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Efectivo,?Entregado,_Producto defectuoso, 87
  22, trade,East Brittany,say, 2100,7 ,2023-01-04,Alan Bird.,walkerraven@example.net,369.774.6572x373,"233!Peterson!Canyon
Tranmouth,!ND!40770",Efectivo,Entregado,Producto defectuoso,30
 17,operation ,North Thomastown,industry,1300  ,  27,2023-06-28,Cynthia Hayes,ydavid@example.com,(101)988-9703x8562,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529*",Tarjeta,Entregado,Producto?defectuoso,  18
22  ,owner,Trujillofort,spring, 2500,27  ,2023-09-12, Michelle Mitchell, eric87@example.org,280.504.6212,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",_Efectivo,En camino,Producto defectuoso,49  
27,_education,East Brittany,?job, 700, 15,2023-11-20,Brittney*Guerra,dhuber@example.com ,(101)988-9703x8562,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,_Entregado,,  39
29  ,song,Nguyenshire,industry,  2800,  28,2023-06-07,Michelle Mitchell,matthew29@example.com ,372.568.4886x317,"_30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,Producto defectuoso ,25  
29 ,base,Larrychester,much,  1500,18 ,2023-01-14,Sharon Lowe,edward94@example.org,372.568.4886x317,"025 Billy Row
Lisaside, AR 96338",Efectivo,Entregado,?Producto defectuoso,38 
24 ,owner,North Jasmine.,at, 2400,11,2023-01-14,Adam?Mueller,*wwilson@example.org,602.238.8997x526,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075.",Efectivo,.En camino,*,19  
29 ,just,_East Brittany,forward,700 ,  24,.2023-06-21,Mark Mays,_dhuber@example.com,369.774.6572x373,"PSC 2182, Box 8243
APO AP 79039",.Tarjeta,Entregado,Producto defectuoso*,78  
 25,?staff,Jodichester,budget,  1100,  22,2023-06-21,David Scott,steelejulian@example.net,870-860-8083x698,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Efectivo,Entregado,,14 
6  ,base,_Brendanberg,north,2300  ,10 ,2023-01-04, Adam Mueller,paul02@example.com,(314)325-7035x737,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,?,  49
9,professor ,West Charles,finish?,  1100, 23,2023-08-13,Crystal Chambers?,*powersjimmy@example.org,369.774.6572x373,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075", Efectivo,Entregado,Producto defectuoso,  28
 23,firm,East Josephland,leader, 700,30  ,2022-12-04,Daniel Garcia,brianboyd@example.org.,372.568.4886x317,"664 Berger Rapid
South Suzanne, WV 68526",*Tarjeta,Entregado?,Producto*defectuoso, 78
28 ,operation,.Briannaport,finish, 2400,9,*2023-08-17, Roger Stephens, steelejulian@example.net,001-557-543-1910,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,*En camino,Producto?defectuoso,42
27,strategy,Jodichester,at,  800,9,2023-09-13,Andrew Mitchell,david09@example.com_,2661673098 ,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta*,Entregado,Producto defectuoso,27
1  ,wait,East Josephland*,set,900 ,24 ,2023-02-09,?Jennifer Holmes,matthew29@example.com,857-262-8794,".7474 Sean Pine
Frazierchester, OK 57469",Tarjeta,Entregado,Producto defectuoso?, 74
12 ,song,Larrychester.,step,900  ,30  ,2023-04-14,Jennifer Holmes?,cwilliams@example.com,557.193.8141,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589_",Tarjeta*,En camino,Producto defectuoso ,30
 23,six ,.East Janicemouth,TV?, 2600,  27,2023-03-13,Susan  Harvey,*powersjimmy@example.org,369.774.6572x373,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,En camino,Producto defectuoso, 24
  22,administration,Kevinton ,industry_, 1500,28  ,2023-08-13,Samantha Parker,ydavid@example.com,870-860-8083x698,"025 Billy Row
Lisaside, AR 96338",Tarjeta,_Entregado,.Producto defectuoso,54
3 ,democratic,East Janicemouth,matter,1500  , 16,2023-03-22,Kelsey Lopez,eric87@example.org,(475)336-0709x87999,"USS Fuller
FPO AA 30334",Tarjeta,En camino,Producto defectuoso*,83  
4 ,_up,Port Alexachester,pay,200  ,16  ,2023-06-17_,Karl Cardenas,rbrown@example.org*,339-100-4282x04920,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta_,Entregado,Producto defectuoso, 72
 23,dog,?Valerietown,finish, 2400,11,2023-06-28,Samantha Parker,krystalmcdaniel@example.org,857-262-8794,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,.En camino,,49  
 23,home ,East Josephland,pay*, 900,25,2023-06-07,Carla Orozco,_matthew29@example.com,848-723-3346,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,En camino,Producto defectuoso,  19
 20,education,East Brittany,*increase,  1300,29 ,?2023-01-18,David Scott,.schmidtkrystal@example.org,339-100-4282x04920,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Producto defectuoso,  55
 12,professor,Vasquezborough,leg.,700  ,27 ,2023-06-17,?Roger Stephens,matthew29@example.com,372.568.4886x317,"_025 Billy Row
Lisaside, AR 96338",Tarjeta, Entregado,Producto*defectuoso,78  
  19,just,South Timothyberg,group,  800,26  ,2022-12-04,.Benjamin Chan,*rbrown@example.org,001-096-236-8217.,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,*, 49
5  ,wait,Vasquezborough,popular,1500  ,8 ,2023-07-08,.Susan Harvey,matthew29@example.com,(475)336-0709x87999,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,Entregado,Producto defectuoso,74 
8,wait,Milesburgh,TV, 1100, 2,2023-09-01,Robert Bryant,rdaugherty@example.net,339-100-4282x04920,"025 Billy Row
Lisaside, AR 96338",Tarjeta,Entregado,, 25
3 ,if,Kevinton?,individual ,200  , 14,2023-09-13,Adam Mueller,ydavid@example.com,557.193.8141,"664 Berger Rapid
South Suzanne, WV 68526_",Tarjeta,.En camino,Producto defectuoso, 83
  23,food,North Thomastown,still,2300 , 27,2023-06-28,?David Norton,paul49@example.net,557.193.8141,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo?,Entregado,,27
9,present,Brendanberg,set,900 ,25,2023-07-08,?Sean Mitchell,hornebeth@example.com,001-594-337-5421x87814,"769 Dickerson Drive
Jasminemouth, HI 08895",Efectivo,Entregado,.,  21
 2,if, East Brittany,popular,  1500,  22,2023-06-28,Dr. Monica Woods,eric87@example.org,.280.504.6212,"507 Johnson Port
Banksshire, AK 72140",Efectivo.,Entregado,Producto defectuoso,88
 14,base,South  Timothyberg,grow,300 ,25,2023-09-12.,*Brittney Guerra,.schmidtkrystal@example.org,557.193.8141,"USS Fuller
FPO AA 30334",Efectivo,En?camino,_,  25
24 ,professor,Jessechester,industry,300 ,  16,2023-11-20,Jennifer Holmes*,lweaver@example.org,641-800-6599x2234,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",_Efectivo,En camino,Producto defectuoso,54
 28,door ,North Brittney,set,2100 , 12,2023-08-17,Susan!Harvey,matthew29@example.com,(314)325-7035x737 ,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Efectivo,Entregado ,Producto defectuoso,  53
10  ,factor,East Brittany,pay,  1100, 13,?2023-06-07,*Jennifer Holmes,vhill@example.org.,509.821.0932x647,"_915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,Entregado,Producto defectuoso, 43
 3,door*,Nguyenshire,forward,3000 ,  12,2023-10-15,Brittney Guerra,walkerraven@example.net,848-723-3346,".29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,En camino,Producto defectuoso,30
  14,focus,East Josephland,?TV,2000  ,27  ,2023-01-04,Roger Stephens,harperdanielle*example.net,*621-875-1265x11205,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",?Tarjeta,_Entregado,Producto defectuoso,49  
25  ,.if,North Brittney.,matter,200 ,11,2023-06-07,Jennifer Holmes,brianboyd@example.org,001-557-543-1910,"7474!Sean!Pine
Frazierchester,!OK!57469",Tarjeta,Entregado,*Producto defectuoso,55 
30 ,staff,Jessechester*,.budget,1100  ,9,*2023-05-05, Mark Mays,edward94@example.org ,001-890-231-3672x1535,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Tarjeta,En camino,Producto defectuoso ,12  
25 ,song,North Thomastown,job,2800  ,9,2023-07-25,Dr. Monica Woods,powersjimmy@example.org,(475)336-0709x87999,"50604 Anthony Villages
New William, ME 95446",.Efectivo,Entregado,Producto!defectuoso,78  
 1,.focus,Lake Juan*,movement,200  ,24  ,*2023-01-18,David Norton,edward94@example.org.,509.821.0932x647," 22214 Janet Plaza Suite 903
West Christopherside, DC 40075",*Efectivo,Entregado,*Producto defectuoso,39 
1 ,food,*Vasquezborough,individual_,  2100, 16,2023-06-28,Jessica Davis ,briangonzales@example.net*,001-419-330-3873x87349,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816?",Efectivo,Entregado,_,98
  7,kitchen,Courtneymouth,rich*,700  ,  30,2023-08-13?,Jessica*Davis,rbrown@example.org,(101)988-9703x8562,"664  Berger  Rapid
South  Suzanne,  WV  68526",Tarjeta,Entregado,Producto defectuoso,14  
15,choice.,Lake Juan,TV,2100 ,25,2023-05-05,Mark Mays,paul02@example.com,(101)988-9703x8562,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,En camino,Producto defectuoso,19 
  26,?education,East Leah.,.letter,800  ,29  ,2023-06-06,Susan Harvey,david09@example.com,369.774.6572x373,"50604 Anthony Villages
New William, ME 95446",Tarjeta,?Entregado,,  12
